Buy,Age,Gender,Married,Children,Income,Ccard,Recent,Climate,Urban
0,49 ,0,1 ,2,483,1,0,15,1
0,33 ,0,0 ,0,702,2,1,9,1
0,39 ,1,0 ,0,406,0,0,11,1
1,49 ,0,1 ,2,564,3,0,11,1
0,51 ,1,1 ,1,501,0,0,17,1
0,37 ,0,0 ,0,538,2,0,18,1
0,53 ,1,1 ,0,564,6,0,8,1
1,42 ,1,1 ,1,630,4,0,14,1
0,34 ,0,0 ,0,574,4,0,9,1
0,44 ,1,0 ,0,753,4,0,17,1
0,30 ,1,0 ,0,438,1,1,13,1
1,37 ,1,0 ,0,703,3,2,9,1
0,58 ,1,1 ,2,764,2,0,16,1
1,22 ,0,0 ,0,453,4,0,9,1
0,32 ,1,0 ,0,460,2,1,10,1
1,46 ,0,1 ,2,642,4,1,12,1
1,40 ,0,1 ,2,556,3,0,8,1
0,38 ,0,0 ,0,555,0,0,19,1
0,50 ,0,1 ,1,696,5,0,17,1
0,27 ,1,1 ,1,669,4,0,10,0
0,33 ,0,0 ,0,672,3,1,11,1
0,33 ,1,0 ,0,573,2,0,12,1
0,44 ,0,0 ,0,691,7,1,15,1
1,42 ,1,1 ,0,386,1,0,15,1
1,36 ,1,0 ,0,589,3,0,21,1
0,54 ,0,1 ,1,635,2,1,9,0
0,33 ,0,0 ,0,799,0,0,14,0
0,50 ,1,1 ,0,631,1,0,20,1
0,51 ,0,0 ,0,781,3,0,19,1
0,38 ,1,0 ,0,669,0,1,13,1
0,40 ,0,1 ,1,467,3,0,11,0
1,48 ,1,1 ,3,570,4,1,14,1
1,39 ,0,0 ,0,496,6,0,18,1
0,65 ,0,0 ,0,472,2,0,22,1
0,51 ,0,1 ,0,603,1,0,17,1
0,,0,,0,637,3,1,15,1
0,44 ,1,1 ,0,519,4,0,19,1
0,75 ,0,1 ,0,691,7,0,13,1
0,41 ,1,1 ,1,573,4,0,11,0
1,44 ,1,1 ,1,573,1,0,7,1
0,47 ,1,1 ,1,341,2,2,17,1
0,43 ,0,0 ,0,626,2,0,13,1
0,30 ,0,0 ,0,756,4,0,11,1
0,57 ,0,0 ,0,653,2,0,9,1
0,37 ,0,0 ,0,679,2,0,15,1
0,40 ,0,1 ,1,528,1,0,19,1
0,64 ,0,1 ,2,434,3,0,14,1
1,41 ,0,1 ,1,689,6,0,16,1
0,25 ,1,0 ,0,708,3,0,20,1
0,42 ,1,0 ,0,660,2,1,15,1
0,45 ,1,1 ,2,508,5,0,9,1
0,45 ,0,1 ,2,621,3,0,12,1
1,42 ,0,1 ,1,591,4,0,17,1
0,43 ,1,1 ,1,676,1,0,17,1
1,55 ,1,1 ,1,705,3,0,17,0
0,41 ,0,1 ,3,717,4,1,15,0
0,42 ,1,1 ,2,718,3,1,15,1
0,45 ,0,1 ,1,548,4,0,14,1
0,51 ,1,1 ,1,739,3,2,16,0
0,55 ,0,1 ,0,440,5,0,17,1
0,39 ,0,0 ,0,641,0,1,9,1
0,40 ,1,0 ,0,555,3,0,7,1
1,43 ,1,1 ,0,516,2,0,17,0
1,46 ,1,1 ,2,817,4,0,18,0
0,54 ,0,0 ,0,673,3,0,21,1
0,52 ,0,1 ,1,376,5,0,18,1
0,44 ,1,0 ,0,662,3,0,17,1
1,40 ,0,1 ,1,566,6,2,6,1
0,45 ,0,0 ,0,388,2,0,17,0
0,53 ,0,1 ,2,656,3,0,17,1
1,44 ,1,1 ,2,763,2,0,13,1
0,45 ,1,1 ,1,489,3,0,17,0
1,42 ,1,0 ,0,642,3,0,12,1
0,44 ,1,1 ,1,489,6,1,12,1
0,36 ,0,0 ,0,694,6,0,16,1
0,53 ,1,1 ,0,501,2,0,16,1
0,57 ,0,1 ,2,536,6,0,12,1
0,33 ,1,0 ,0,647,0,0,13,1
0,34 ,1,1 ,1,444,4,0,2,1
0,39 ,1,1 ,0,612,5,0,12,1
1,43 ,1,1 ,3,707,5,1,14,1
1,41 ,0,1 ,2,596,2,1,18,1
1,40 ,0,1 ,2,408,2,0,12,0
0,50 ,1,1 ,1,587,4,0,13,0
1,36 ,1,1 ,1,610,4,1,12,1
0,47 ,0,1 ,1,548,1,0,10,1
0,44 ,0,1 ,2,455,4,1,14,1
1,29 ,1,0 ,0,475,5,0,9,1
0,43 ,0,0 ,0,661,5,0,14,1
0,34 ,0,0 ,0,550,3,0,13,1
0,35 ,0,0 ,0,598,3,1,13,1
0,56 ,1,1 ,3,604,6,0,10,1
0,65 ,0,1 ,2,673,2,0,15,1
1,36 ,0,0 ,0,664,3,0,13,1
0,34 ,0,0 ,0,543,2,0,18,0
0,43 ,1,1 ,0,489,3,0,16,0
0,33 ,1,0 ,0,736,2,0,15,0
0,35 ,1,0 ,0,699,6,0,14,0
0,45 ,1,1 ,3,636,3,0,14,1
0,58 ,0,1 ,1,460,0,0,15,0
0,32 ,0,0 ,0,487,3,0,15,0
0,46 ,1,1 ,2,747,3,1,8,1
1,58 ,1,1 ,2,367,1,0,10,1
1,34 ,1,0 ,0,606,1,0,22,1
1,,0,,0,628,4,2,14,1
0,36 ,0,0 ,0,669,2,0,13,1
0,44 ,0,0 ,0,528,2,1,21,1
0,43 ,1,1 ,1,565,4,0,20,1
1,39 ,0,1 ,1,470,3,0,16,1
0,52 ,1,1 ,0,550,3,0,5,1
0,37 ,0,0 ,0,627,1,0,21,1
0,48 ,0,1 ,2,330,2,1,12,1
1,37 ,1,0 ,0,682,1,1,12,1
0,35 ,1,0 ,0,591,5,1,17,1
0,59 ,1,0 ,0,598,1,1,18,0
0,52 ,1,0 ,0,511,5,1,4,1
1,43 ,0,1 ,0,656,3,1,14,1
0,49 ,0,0 ,0,478,3,0,10,1
0,35 ,1,0 ,0,604,3,1,12,1
0,43 ,0,1 ,2,693,0,0,16,1
0,32 ,1,0 ,0,453,5,0,6,1
0,44 ,0,1 ,1,604,3,1,17,1
0,53 ,0,1 ,1,607,6,1,20,1
0,,0,,0,660,2,1,13,1
0,53 ,1,1 ,1,554,1,0,12,1
0,41 ,0,1 ,2,717,4,0,14,0
0,39 ,0,0 ,0,669,2,1,15,1
0,28 ,1,0 ,0,587,0,0,10,0
0,57 ,0,0 ,0,577,6,2,4,0
0,36 ,0,0 ,0,624,5,0,17,0
1,19 ,1,0 ,0,513,1,0,14,1
1,26 ,0,0 ,0,635,1,1,23,1
1,37 ,0,0 ,0,657,8,1,20,1
0,53 ,0,0 ,0,643,1,0,10,0
1,47 ,0,1 ,3,627,5,0,14,1
1,47 ,0,1 ,2,610,5,0,12,0
0,56 ,1,0 ,0,631,7,1,11,1
0,46 ,0,1 ,1,758,2,0,9,1
0,44 ,0,1 ,2,753,2,1,12,1
0,51 ,1,1 ,1,530,0,1,17,1
0,49 ,1,1 ,2,722,3,0,13,0
0,66 ,1,1 ,2,632,3,1,14,1
0,45 ,1,1 ,2,474,3,0,10,1
1,51 ,0,1 ,0,590,4,0,17,0
0,46 ,1,1 ,2,739,3,0,14,1
0,54 ,0,0 ,0,637,3,0,16,1
0,38 ,0,0 ,0,571,6,1,13,1
0,51 ,1,1 ,2,549,4,0,14,0
1,47 ,0,1 ,1,603,4,1,11,0
0,54 ,0,0 ,0,628,4,0,14,0
0,38 ,0,0 ,0,479,1,0,10,0
0,44 ,0,1 ,2,502,2,0,17,1
0,69 ,1,1 ,0,629,4,0,9,1
1,53 ,0,1 ,2,536,5,0,17,1
0,57 ,1,1 ,3,535,2,0,13,1
0,37 ,1,0 ,0,727,4,0,18,1
0,35 ,0,0 ,0,369,1,0,17,1
0,39 ,1,0 ,0,640,6,0,17,1
0,60 ,1,1 ,0,661,3,0,11,0
0,30 ,0,0 ,0,586,2,0,11,0
0,40 ,0,1 ,1,719,0,0,12,1
0,47 ,1,0 ,0,484,3,0,16,0
0,41 ,0,1 ,1,729,4,0,16,1
0,53 ,1,1 ,0,589,4,1,17,0
1,31 ,0,1 ,2,620,3,0,17,1
0,47 ,0,0 ,0,502,6,0,20,0
0,,0,,0,615,3,1,15,1
0,48 ,0,1 ,1,678,5,0,17,1
0,50 ,1,1 ,1,556,5,0,12,1
0,43 ,0,0 ,0,393,4,1,16,1
0,41 ,0,1 ,1,676,3,0,16,1
0,42 ,0,1 ,1,378,6,0,15,1
0,55 ,0,1 ,3,611,1,1,14,0
0,43 ,1,0 ,0,429,6,0,16,0
0,50 ,0,1 ,2,524,3,0,17,1
0,42 ,0,1 ,2,575,4,0,23,0
1,40 ,1,0 ,0,698,2,0,-1,1
1,40 ,1,1 ,2,582,1,0,17,1
0,68 ,1,1 ,1,594,5,0,20,1
0,47 ,1,1 ,1,709,5,1,15,0
0,56 ,1,1 ,1,560,3,0,19,1
0,34 ,1,0 ,0,516,2,0,16,1
1,51 ,0,1 ,2,741,2,0,17,1
0,48 ,1,1 ,1,638,2,0,12,1
0,54 ,0,0 ,0,407,2,0,15,1
0,46 ,0,1 ,0,738,1,0,19,1
0,38 ,1,0 ,0,544,2,1,15,1
1,37 ,0,0 ,0,564,3,0,18,1
0,49 ,0,1 ,2,593,2,0,17,1
0,30 ,0,0 ,0,671,3,0,20,0
1,49 ,1,1 ,1,630,2,0,17,1
0,45 ,0,0 ,0,543,1,0,11,1
0,49 ,1,0 ,0,638,0,1,25,1
0,37 ,1,0 ,0,590,2,0,12,1
0,36 ,0,0 ,0,547,2,1,17,1
0,51 ,0,1 ,1,657,4,0,15,1
0,39 ,1,0 ,0,524,4,0,9,1
0,47 ,0,0 ,0,539,7,0,17,1
0,47 ,0,1 ,0,483,3,0,10,0
1,29 ,1,0 ,0,631,4,0,16,1
1,28 ,0,1 ,2,610,3,2,7,0
0,40 ,1,1 ,3,590,3,0,12,0
0,35 ,0,0 ,0,578,1,0,23,1
0,33 ,0,0 ,0,719,3,0,22,0
0,55 ,0,1 ,0,564,2,0,16,1
1,50 ,1,1 ,1,564,1,2,12,1
1,45 ,1,1 ,0,710,0,2,15,1
0,55 ,0,0 ,0,728,4,0,25,0
0,48 ,1,1 ,0,569,3,0,22,1
1,35 ,1,1 ,1,531,1,1,16,1
0,39 ,0,0 ,0,634,4,1,11,1
0,74 ,0,1 ,1,860,4,0,13,1
1,34 ,0,0 ,0,581,5,0,19,1
1,41 ,0,1 ,2,748,2,0,15,1
0,41 ,1,0 ,0,686,1,1,15,0
0,35 ,0,1 ,1,819,5,1,15,1
0,44 ,1,1 ,1,605,4,1,16,0
1,32 ,1,0 ,0,713,3,1,13,1
0,50 ,1,1 ,1,650,2,0,9,1
1,50 ,1,1 ,1,456,3,1,20,1
0,40 ,0,1 ,2,579,0,0,10,1
0,48 ,0,1 ,1,739,2,0,17,1
1,27 ,1,1 ,2,719,4,0,21,1
0,37 ,0,0 ,0,679,2,1,18,1
0,68 ,0,0 ,0,618,2,0,17,1
0,42 ,0,0 ,0,560,2,0,13,1
0,39 ,1,0 ,0,411,7,1,19,1
0,50 ,1,1 ,1,483,8,0,7,0
1,46 ,1,1 ,2,567,4,2,11,0
0,50 ,1,1 ,2,539,6,0,15,0
0,49 ,1,1 ,1,622,3,0,21,0
0,50 ,1,1 ,1,624,2,0,16,1
0,32 ,1,0 ,0,570,5,1,14,0
0,41 ,0,1 ,1,545,1,0,5,0
0,34 ,0,0 ,0,526,5,0,12,1
1,53 ,1,1 ,2,721,4,1,12,1
0,32 ,1,1 ,1,784,3,0,7,1
1,48 ,0,1 ,3,687,4,0,10,1
0,41 ,0,1 ,1,506,4,1,16,1
1,41 ,1,0 ,0,668,0,0,21,0
0,47 ,0,1 ,1,630,3,0,14,1
1,47 ,0,1 ,1,558,3,0,16,1
0,44 ,0,1 ,0,623,4,0,9,1
0,34 ,0,0 ,0,584,2,0,27,1
0,43 ,0,1 ,1,602,2,0,14,0
1,35 ,1,0 ,0,450,5,1,9,1
1,40 ,0,1 ,3,477,3,0,14,0
0,51 ,0,1 ,2,531,1,1,13,0
0,42 ,0,1 ,1,527,3,0,18,0
0,29 ,0,0 ,0,424,2,1,18,1
0,44 ,0,0 ,0,644,8,0,9,1
0,44 ,1,1 ,1,562,2,0,12,0
1,49 ,0,1 ,2,671,2,0,12,1
0,46 ,0,0 ,0,686,2,0,12,1
1,31 ,1,0 ,0,687,5,1,15,1
1,32 ,0,0 ,0,612,5,1,14,1
0,38 ,1,0 ,0,531,4,0,16,0
0,59 ,0,1 ,1,670,3,0,15,1
1,44 ,1,1 ,1,616,5,1,22,1
1,35 ,0,0 ,0,548,0,1,12,1
0,43 ,1,1 ,1,634,5,0,14,1
1,45 ,1,1 ,0,587,2,1,21,1
0,46 ,1,1 ,1,689,0,0,13,1
0,55 ,1,1 ,1,600,4,0,13,1
1,45 ,1,1 ,2,575,3,3,15,1
0,53 ,0,0 ,0,541,4,0,16,1
0,49 ,1,1 ,1,660,1,1,14,1
1,22 ,0,0 ,0,568,4,0,12,1
0,43 ,0,0 ,0,590,1,0,10,1
0,45 ,0,0 ,0,701,5,1,7,0
0,43 ,1,0 ,0,499,4,0,9,1
0,46 ,1,1 ,1,713,2,0,16,1
1,27 ,1,0 ,0,655,2,1,7,1
0,52 ,0,1 ,3,578,2,1,14,1
0,32 ,0,0 ,0,534,4,0,8,0
0,44 ,0,0 ,0,736,4,0,12,1
0,39 ,0,0 ,0,726,1,0,17,0
0,46 ,0,1 ,0,671,4,0,17,0
0,28 ,0,1 ,2,349,2,0,19,1
0,32 ,0,0 ,0,711,2,0,5,0
1,50 ,1,1 ,1,701,5,0,17,1
0,40 ,1,0 ,0,621,3,0,17,0
0,48 ,1,1 ,1,507,2,0,17,1
0,44 ,1,1 ,1,476,4,0,13,1
1,27 ,0,1 ,2,681,3,0,13,1
1,46 ,1,1 ,1,475,0,1,13,1
0,42 ,1,0 ,0,628,3,0,15,0
0,52 ,1,0 ,0,703,3,0,14,0
0,42 ,0,0 ,0,411,2,0,20,1
0,55 ,0,1 ,1,499,2,0,13,1
0,44 ,1,1 ,0,544,6,1,23,1
0,28 ,1,0 ,0,654,3,1,17,1
1,46 ,0,1 ,2,687,5,1,21,1
0,53 ,0,0 ,0,475,2,0,15,1
0,47 ,0,0 ,0,614,3,0,19,0
0,66 ,0,1 ,1,696,4,0,17,1
1,50 ,0,1 ,1,719,3,2,15,1
0,35 ,1,0 ,0,607,3,0,23,0
0,49 ,0,1 ,0,565,6,0,14,1
1,42 ,0,1 ,2,618,5,0,12,1
1,43 ,1,1 ,3,498,1,0,14,1
0,45 ,1,0 ,0,517,2,0,14,1
0,36 ,1,0 ,0,555,4,1,16,0
1,38 ,1,0 ,0,574,2,1,20,1
1,21 ,1,0 ,0,713,2,0,17,1
0,38 ,1,0 ,0,517,2,0,20,1
0,44 ,0,1 ,0,714,3,0,24,1
0,26 ,0,0 ,0,564,5,0,18,1
0,32 ,1,0 ,0,593,1,1,23,0
0,64 ,0,1 ,1,624,3,1,16,1
0,41 ,0,0 ,0,548,2,0,17,0
0,58 ,0,1 ,1,552,1,0,16,1
1,49 ,1,1 ,3,632,3,0,25,1
0,50 ,0,0 ,0,612,2,0,21,1
0,57 ,1,1 ,1,623,6,0,13,1
0,35 ,1,0 ,0,705,3,0,23,1
0,38 ,1,0 ,0,555,3,0,14,1
0,35 ,0,0 ,0,459,5,0,15,1
0,52 ,1,0 ,0,550,3,0,18,1
1,52 ,0,1 ,1,686,2,1,18,1
0,43 ,1,1 ,0,774,3,1,9,0
0,41 ,1,1 ,0,646,2,0,17,0
0,36 ,0,1 ,2,615,3,1,15,1
1,52 ,0,1 ,2,672,3,0,21,1
0,73 ,0,1 ,2,611,3,0,16,1
1,40 ,0,1 ,2,494,2,1,14,0
0,35 ,1,0 ,0,582,4,0,13,0
1,36 ,0,0 ,0,635,2,0,16,1
0,46 ,0,0 ,0,596,2,0,16,1
0,45 ,0,1 ,2,465,2,0,14,1
0,34 ,1,1 ,2,564,3,0,12,1
0,63 ,0,1 ,1,587,6,0,20,1
0,46 ,0,1 ,1,598,1,0,17,0
0,24 ,1,0 ,0,519,2,0,12,1
1,32 ,1,0 ,0,674,3,0,15,1
1,41 ,0,1 ,1,458,7,1,20,1
0,54 ,1,1 ,1,632,1,0,13,1
0,41 ,0,1 ,2,626,3,1,13,1
0,,0,,0,777,1,1,20,1
0,44 ,0,1 ,1,671,3,0,10,1
0,36 ,1,0 ,0,630,1,1,15,1
1,35 ,0,0 ,0,696,3,0,15,1
0,50 ,0,0 ,0,768,1,0,17,1
0,48 ,1,1 ,1,613,5,0,14,1
0,34 ,1,0 ,0,583,4,0,22,1
1,25 ,0,1 ,1,573,1,1,19,0
0,41 ,0,1 ,1,724,0,0,21,0
0,36 ,0,0 ,0,658,2,0,18,1
0,35 ,0,0 ,0,532,3,1,16,1
0,43 ,0,0 ,0,594,3,0,12,1
0,60 ,0,1 ,3,487,6,1,17,1
0,68 ,0,0 ,0,622,2,0,19,1
0,51 ,1,1 ,3,705,5,0,21,1
0,34 ,0,0 ,0,587,3,0,6,0
0,19 ,0,0 ,0,606,3,0,14,1
1,40 ,0,1 ,1,476,1,1,18,1
0,39 ,0,0 ,0,553,4,1,15,1
0,54 ,1,0 ,0,573,3,0,22,1
0,48 ,1,1 ,0,558,3,0,18,1
1,40 ,0,1 ,2,632,4,0,6,1
0,44 ,1,1 ,1,654,3,0,8,1
0,62 ,1,1 ,2,491,3,0,13,0
1,50 ,1,1 ,1,481,3,2,15,0
0,42 ,0,0 ,0,672,0,0,21,0
0,28 ,1,0 ,0,627,4,0,16,1
1,49 ,0,1 ,3,519,3,0,12,0
0,40 ,1,1 ,2,711,7,0,17,1
0,39 ,1,0 ,0,453,5,1,14,1
0,56 ,1,0 ,0,574,3,0,13,1
1,18 ,0,0 ,0,591,3,0,16,1
0,50 ,1,0 ,0,666,3,0,17,1
0,47 ,1,1 ,0,555,3,0,20,1
0,44 ,1,1 ,2,475,3,0,16,1
0,56 ,0,1 ,1,623,1,0,24,1
1,50 ,1,1 ,2,558,3,1,17,1
0,29 ,0,0 ,0,543,1,0,10,1
0,40 ,1,1 ,1,678,4,0,10,1
0,22 ,1,1 ,1,618,3,0,15,0
1,45 ,0,1 ,1,645,7,2,18,1
0,46 ,1,0 ,0,484,3,1,8,1
0,45 ,1,1 ,1,521,1,0,16,1
1,43 ,0,1 ,1,649,3,1,13,1
0,75 ,0,1 ,2,513,1,2,14,1
0,38 ,0,0 ,0,748,2,0,16,1
0,53 ,1,1 ,2,619,3,0,11,0
0,68 ,1,1 ,2,715,4,1,15,0
0,31 ,0,0 ,0,623,0,0,13,1
0,67 ,0,1 ,3,603,2,0,12,1
0,37 ,0,0 ,0,553,1,0,17,1
0,39 ,0,0 ,0,556,1,0,6,1
0,40 ,1,1 ,1,639,1,0,11,0
0,47 ,1,0 ,0,501,3,0,18,0
0,36 ,0,0 ,0,606,2,0,23,0
0,33 ,0,0 ,0,485,0,0,13,0
0,52 ,0,1 ,0,707,2,0,15,0
0,53 ,1,1 ,3,632,2,1,6,0
0,42 ,1,1 ,0,557,1,0,22,1
0,45 ,1,1 ,0,463,2,1,18,1
0,28 ,0,0 ,0,586,4,0,15,1
0,46 ,0,1 ,3,447,1,1,14,1
1,41 ,1,1 ,1,758,1,0,16,1
0,58 ,0,1 ,2,717,3,0,17,1
0,34 ,0,0 ,0,626,3,0,17,0
0,52 ,0,1 ,1,574,5,0,19,0
1,41 ,0,0 ,0,619,6,0,13,1
0,33 ,1,0 ,0,659,5,1,15,1
0,40 ,1,1 ,1,666,1,0,17,1
0,41 ,0,1 ,2,672,1,1,11,0
0,51 ,1,1 ,0,758,4,0,20,1
0,34 ,0,0 ,0,752,0,2,14,1
0,70 ,1,0 ,0,558,4,0,12,1
0,45 ,1,1 ,2,288,3,0,20,1
1,38 ,1,0 ,0,660,3,1,20,0
1,52 ,1,1 ,0,542,6,0,13,1
0,50 ,0,1 ,0,630,4,0,17,0
1,43 ,0,0 ,0,647,4,1,13,1
0,43 ,0,1 ,0,594,5,0,19,1
1,31 ,1,0 ,0,686,1,0,8,1
1,45 ,1,1 ,2,587,2,0,13,1
0,39 ,1,0 ,0,707,3,0,12,0
0,37 ,0,0 ,0,747,0,0,12,1
0,55 ,1,1 ,2,664,6,0,16,0
0,53 ,1,1 ,1,567,4,0,19,1
0,42 ,1,1 ,2,523,5,0,8,1
0,49 ,1,1 ,1,603,6,0,10,1
0,51 ,0,1 ,0,487,5,0,18,1
1,44 ,1,1 ,1,515,6,0,12,0
1,36 ,0,0 ,0,557,4,0,9,1
0,42 ,1,0 ,0,572,1,0,17,1
0,44 ,0,1 ,2,626,2,1,15,0
1,40 ,1,1 ,1,644,4,0,15,1
0,44 ,1,1 ,1,556,6,0,16,1
1,46 ,1,1 ,3,629,6,0,9,1
0,52 ,0,1 ,1,625,2,0,13,1
1,50 ,0,1 ,1,716,3,1,10,1
0,45 ,1,1 ,1,658,5,0,20,0
0,42 ,0,1 ,2,532,3,2,18,1
0,39 ,0,0 ,0,487,4,0,12,0
0,50 ,1,1 ,0,662,1,0,11,0
0,50 ,0,1 ,1,509,1,0,15,1
0,49 ,0,0 ,0,625,2,0,12,1
0,33 ,0,0 ,0,660,2,1,24,1
0,41 ,0,1 ,2,549,4,0,20,1
0,42 ,0,1 ,2,802,3,0,10,1
0,47 ,0,0 ,0,677,5,0,17,1
1,46 ,1,1 ,2,727,4,1,20,1
1,38 ,0,0 ,0,421,3,0,17,1
0,46 ,1,1 ,1,464,4,1,18,1
1,38 ,1,0 ,0,533,4,2,18,1
0,38 ,1,0 ,0,423,2,0,10,1
0,29 ,0,0 ,0,586,4,0,13,1
0,43 ,1,1 ,3,693,3,1,14,1
0,41 ,0,1 ,2,499,5,1,12,1
0,36 ,0,0 ,0,424,4,0,9,1
0,45 ,1,1 ,1,575,1,0,10,0
0,40 ,0,1 ,1,647,3,0,11,1
0,53 ,0,1 ,1,514,2,0,13,1
0,27 ,1,0 ,0,456,3,0,14,1
0,18 ,1,0 ,0,541,3,0,17,1
0,43 ,1,1 ,1,631,3,1,23,0
0,43 ,1,0 ,0,558,6,0,12,1
1,45 ,1,1 ,1,668,1,1,18,1
0,63 ,0,1 ,0,443,5,1,16,1
1,30 ,0,1 ,1,624,2,0,24,1
0,41 ,0,1 ,1,552,3,1,15,1
0,50 ,0,1 ,0,693,2,1,15,1
0,36 ,1,0 ,0,402,4,0,12,0
1,52 ,1,1 ,1,682,5,0,16,1
0,43 ,1,0 ,0,577,2,0,14,1
0,42 ,1,0 ,0,354,1,0,15,1
1,33 ,1,0 ,0,452,3,1,18,1
0,69 ,0,1 ,1,499,5,1,14,0
0,31 ,1,1 ,0,639,1,0,19,1
0,48 ,1,1 ,1,467,5,2,13,0
0,49 ,1,0 ,0,745,2,0,18,1
1,46 ,1,1 ,3,454,4,0,6,1
0,42 ,0,0 ,0,602,1,1,19,1
0,49 ,1,1 ,1,542,0,0,8,1
0,39 ,1,0 ,0,672,4,0,19,1
0,44 ,0,1 ,1,659,0,0,17,0
0,48 ,0,0 ,0,782,3,0,15,1
0,37 ,1,0 ,0,660,5,0,8,0
0,48 ,0,1 ,2,611,3,0,18,1
0,46 ,0,1 ,0,750,3,0,17,1
1,45 ,0,1 ,3,645,6,0,11,1
0,42 ,1,1 ,1,639,0,0,13,1
0,21 ,1,0 ,0,530,2,0,17,1
0,44 ,0,1 ,2,409,2,1,16,0
0,46 ,1,1 ,1,631,5,0,12,0
0,58 ,0,1 ,1,561,0,0,15,1
1,51 ,1,1 ,4,434,3,1,14,0
0,30 ,0,0 ,0,752,2,1,15,0
0,41 ,1,0 ,0,616,4,2,13,1
0,45 ,1,1 ,1,588,1,0,11,1
1,43 ,0,1 ,1,659,3,0,14,1
0,41 ,0,0 ,0,370,1,1,13,1
0,43 ,0,1 ,2,523,3,0,16,1
0,58 ,0,1 ,1,735,2,0,23,1
0,37 ,0,0 ,0,587,1,1,18,1
1,22 ,1,1 ,2,560,4,0,14,1
1,50 ,1,1 ,1,590,7,1,16,1
0,44 ,0,1 ,2,744,2,0,18,1
0,40 ,1,1 ,1,555,2,0,10,1
0,39 ,1,0 ,0,555,5,0,8,1
0,47 ,0,0 ,0,636,3,1,8,0
0,65 ,0,1 ,2,571,4,0,23,1
0,48 ,0,1 ,0,660,4,0,14,1
0,46 ,1,0 ,0,706,1,0,18,1
1,33 ,0,0 ,0,613,2,0,10,1
0,40 ,1,1 ,2,697,3,0,13,0
0,38 ,0,0 ,0,658,2,0,14,1
1,20 ,0,0 ,0,654,3,1,12,1
0,47 ,1,1 ,0,597,2,0,13,1
0,23 ,1,0 ,0,704,2,0,15,0
0,53 ,1,1 ,1,715,1,0,19,1
0,50 ,1,0 ,0,741,4,0,16,0
1,23 ,0,0 ,0,563,4,1,12,1
0,20 ,0,0 ,0,668,5,0,17,0
0,38 ,0,0 ,0,635,3,1,11,1
0,43 ,1,1 ,3,417,2,1,23,0
0,41 ,1,1 ,1,540,0,0,14,1
0,40 ,0,1 ,0,454,3,1,19,1
1,44 ,0,1 ,2,535,3,0,14,1
0,41 ,1,1 ,2,648,1,0,11,0
0,33 ,1,0 ,0,583,2,1,10,1
0,44 ,1,1 ,1,537,1,1,17,1
0,50 ,0,1 ,1,495,3,0,16,1
0,34 ,0,0 ,0,810,3,0,22,1
0,44 ,0,0 ,0,467,0,0,10,1
0,66 ,0,1 ,0,592,6,1,17,1
0,58 ,0,1 ,1,628,4,0,19,1
0,35 ,0,0 ,0,682,2,0,18,0
0,51 ,0,1 ,1,688,2,2,7,1
0,53 ,1,0 ,0,721,4,1,19,1
0,36 ,1,0 ,0,368,0,0,16,1
0,61 ,1,1 ,0,563,3,1,13,1
1,38 ,1,0 ,0,380,2,0,14,1
0,39 ,1,1 ,2,707,3,0,19,1
0,28 ,0,0 ,0,555,3,0,14,1
1,40 ,1,1 ,0,672,6,1,19,1
0,56 ,0,1 ,2,700,5,0,10,0
0,31 ,1,0 ,0,355,3,1,12,1
0,41 ,0,1 ,1,646,5,0,7,1
0,45 ,0,1 ,1,290,3,0,23,0
0,49 ,1,1 ,3,698,4,0,18,1
0,29 ,1,0 ,0,664,3,1,9,1
0,49 ,1,1 ,2,546,1,1,14,1
0,42 ,1,1 ,1,703,2,0,17,1
0,43 ,0,1 ,1,559,1,0,15,1
0,54 ,0,1 ,0,778,3,0,9,1
0,46 ,1,0 ,0,495,1,0,9,0
0,52 ,0,0 ,0,668,6,0,13,1
1,34 ,1,0 ,0,642,4,1,4,0
0,,0,,0,671,2,0,17,1
0,40 ,1,1 ,1,290,5,0,16,1
1,50 ,1,1 ,2,565,4,0,18,1
0,69 ,0,1 ,0,711,1,1,10,1
1,40 ,1,1 ,1,655,2,0,21,1
1,31 ,1,1 ,0,680,2,1,18,1
0,64 ,0,1 ,2,538,5,0,13,1
1,32 ,0,1 ,3,497,1,1,17,1
0,43 ,1,0 ,0,634,1,0,7,0
0,,0,,0,510,5,1,16,1
0,62 ,0,1 ,1,626,1,1,15,1
0,45 ,0,1 ,1,566,2,1,11,1
1,53 ,1,0 ,0,711,0,0,17,1
0,46 ,0,1 ,1,545,3,0,20,1
0,70 ,0,1 ,0,668,3,0,19,1
0,53 ,0,1 ,1,544,5,0,15,1
0,47 ,1,1 ,1,652,5,0,16,0
1,41 ,1,1 ,0,594,3,0,15,1
1,48 ,1,1 ,1,575,2,0,16,1
0,66 ,1,0 ,0,581,2,1,16,1
0,39 ,0,0 ,0,500,0,0,13,0
0,44 ,1,1 ,0,705,6,0,11,1
0,38 ,0,0 ,0,619,4,1,15,1
0,72 ,1,1 ,2,574,3,0,13,1
0,36 ,1,0 ,0,524,1,0,21,1
0,55 ,0,0 ,0,790,5,0,10,0
0,38 ,0,0 ,0,413,4,0,15,1
0,32 ,0,0 ,0,263,3,0,11,0
1,49 ,0,1 ,4,565,2,0,16,0
0,59 ,1,1 ,1,645,4,1,17,0
