y,loan,mortgage,job,workyear,delinquency,period,inquire,transact,DTI
0,53000,180371,ProfExe,4,0,240.16,1,33,36.48
0,53200,182033,ProfExe,5,0,227.72,2,32,39.93
0,53300,74456,Self,8,0,169.34,1,21,24.03
1,53400,228236,Self,6,0,11.15,0,2,34.56
0,53500,179116,ProfExe,5,0,232.6,1,33,39.79
1,53600,235895,Mgr,5,0,112.75,7,22,44.95
1,53600,208197,ProfExe,4,1,160.49,2,29,41.65
0,53700,49669,Office,12,1,92.97,2,26,40.1
0,53700,25813,Other,3,0,243.51,7,14,43
0,53700,89757,Other,10,0,339.67,0,7,22.64
0,53700,24158,Other,2,0,250.67,6,14,43.27
1,53800,82324,Other,10,1,157.48,0,34,41.66
0,53800,85896,Self,9,0,171.45,0,22,24.71
0,53900,86138,Other,11,0,349.8,0,6,22.06
0,54000,176922,ProfExe,6,0,225.57,2,33,37.99
1,56800,95321,Other,3,0,239.43,4,38,37.59
0,57000,38000,Other,4,0,97.4,0,21,18.32
0,58000,39436,Other,2,0,102.21,0,20,30.16
0,58100,42615,Other,4,0,102.3,0,20,28.53
0,58900,40100,Other,3,0,112.32,0,20,30.39
0,59200,119000,ProfExe,9,0,309.13,2,27,35.53
0,59200,43877,Other,5,0,102.55,0,21,31.3
0,59500,47485,Other,4,0,100.14,0,20,29.47
0,59700,39253,Other,2,0,110.88,0,21,29.32
0,59800,42069,Other,4,0,78.4,0,21,29.02
1,60000,86573,ProfExe,7,5,332.73,3,22,36.89
0,60000,122729,ProfExe,9,0,313.33,2,27,35.03
0,60000,38944,Other,2,0,96.69,0,20,28.39
0,60500,40669,Other,3,0,96.27,0,21,29.37
1,61400,46126,Other,33,1,339.9,1,23,41.07
0,62500,124491,ProfExe,10,0,324.32,1,26,38.07
0,62700,120598,ProfExe,9,0,304.31,2,26,36.44
0,62900,119903,ProfExe,9,0,297.31,1,25,37.64
1,63300,202000,ProfExe,2,0,99.43,2,21,34.97
0,63900,62200,Office,10,1,126.8,0,12,38.14
0,64200,64888,Office,10,1,136.95,0,11,40.53
0,64900,69786,Office,10,0,129.08,0,11,43.52
0,65100,67389,Office,9,1,116.91,0,11,43.37
0,65200,71151,Office,10,0,128.78,0,12,43.19
0,65200,63338,Office,11,0,124.24,0,12,41.44
0,65200,71061,Office,10,1,134.68,0,11,43.57
1,65500,205156,ProfExe,2,0,98.81,1,21,144.19
0,65800,71611,Office,8,1,132.85,0,11,41.78
0,65800,70095,Office,10,0,113.07,0,12,39.92
0,66000,62296,Office,12,1,121.35,0,10,41.61
0,66400,69588,Office,12,0,118.25,0,11,39.98
0,66500,64423,Office,9,0,113.98,0,11,39.82
0,67400,66095,Office,10,0,118.76,0,11,42.05
0,68000,191000,Self,11,0,218.1,3,25,42.52
0,68100,193298,Self,10,0,228.29,2,25,30.4
0,68700,197356,Self,10,0,217.8,2,24,29.42
0,69000,197587,Self,10,0,211.78,3,24,30.36
0,69600,198702,Self,10,0,208.3,2,24,27.76
0,69700,192163,Self,10,0,222.15,2,24,29.04
0,69700,191972,Self,10,0,230.71,2,25,28.2
0,70300,197761,Self,9,0,212.24,2,24,28.91
0,70500,196690,Self,9,0,227.03,2,24,29.58
0,70800,192044,Self,10,0,221.61,2,25,30.38
0,71200,196601,Self,12,0,226.91,2,25,29.22
1,72300,64487,Other,1,0,117.17,9,23,46.29
1,75400,55067,Other,1,0,115.76,9,23,41.11
1,76500,38206,Other,12,0,134.9,0,26,43.62
1,77200,83962,Self,8,2,71.53,3,14,50.84
1,77400,87651,Self,9,2,73.47,3,13,40.93
0,78400,13900,Other,27,1,138,0,14,24.82
0,78700,22762,Other,25,0,146.63,0,13,34.3
0,79100,23553,Other,25,1,142.19,0,13,31.47
0,79200,21694,Other,26,1,139.94,0,14,31.33
0,79200,22940,Other,28,1,144.62,0,13,32.37
0,79900,18363,Other,27,1,132.77,0,13,31.64
0,80300,20370,Other,27,1,142.17,0,13,33.47
0,80600,16337,Other,28,0,137.44,0,14,34.2
0,81200,18834,Other,28,0,139.14,0,14,34.04
0,81400,22344,Other,25,0,148.11,0,14,34.29
0,81400,21041,Other,26,0,146.32,0,14,32.13
0,82200,16097,Other,26,0,142.12,0,14,31.74
0,82200,23197,Other,26,1,127.77,0,14,30.94
0,86000,47355,Other,15,0,210.97,0,16,33.99
0,87000,48980,Other,14,0,209.04,0,16,36.09
0,87500,55938,Other,15,0,223.88,0,16,36.75
0,88300,54004,Other,16,0,193.7,0,15,36.26
0,88500,50240,Other,16,0,214.43,0,16,34.75
0,88800,53307,Other,16,0,218.3,0,15,34.24
0,88900,48919,Other,15,1,205.65,0,15,34.82
0,88900,57264,Other,16,0,221.81,0,16,36.11
0,89000,54576,Other,16,0,208.69,0,15,35.86
0,89200,54045,Other,15,0,212.28,0,15,35.56
0,89800,50370,Other,14,0,213.89,0,16,34.34
0,89900,48811,Other,15,0,219.6,0,16,34.57
0,19056,70125,Sales,9,0,187.3,1,19,34.9
0,18065,60783,Sales,11,0,211.13,1,16,34.23
0,20606,52708,Office,9,0,197.87,1,27,30.96
0,18843,65515,Sales,10,0,187.66,1,30,35.08
0,22126,75918,Other,11,0,182.08,1,24,18.53
0,19921,80341,Sales,9,0,177.08,1,15,32.98
0,20319,77490,Sales,7,0,178.18,1,25,35.99
0,20502,59182,Other,8,0,209.59,1,17,29.1
0,18740,81607,Sales,10,0,173.59,1,14,31.89
0,17024,73476,Mgr,9,0,136.81,1,16,26.05
0,22693,84930,Self,8,0,166.29,1,24,23.88
0,22800,86789,Mgr,11,0,215.45,1,25,42.68
0,17419,69712,Office,10,0,208.14,1,25,30.67
0,18163,71490,ProfExe,8,0,177.16,1,26,40.21
0,18345,55924,Office,9,0,229.19,1,25,46.65
0,18950,70533,Sales,7,0,217.6,1,26,19.73
0,20718,92505,ProfExe,9,0,165.91,1,24,25.04
0,15637,85270,Self,9,0,179.92,1,13,33.69
0,19003,75556,Other,7,0,192.63,1,14,23.94
0,20818,74401,Office,10,0,241.94,1,24,23.39
0,22097,65666,Office,10,0,176,1,27,24.25
0,19856,75760,Sales,7,0,157.38,1,23,26.6
0,14606,74814,Sales,10,0,184.54,1,22,36.03
0,17748,68239,Self,9,0,216.95,1,25,28.91
0,19928,66110,Other,10,0,165.39,1,23,35.61
0,20880,85357,Other,10,0,168.54,1,27,30.2
0,19270,85247,Sales,10,0,196.39,1,18,34
0,17790,74336,ProfExe,8,0,184.41,1,21,28.53
0,15164,67348,Self,8,0,236.7,1,18,32.31
0,21460,64870,Self,7,0,183.35,1,22,44.68
0,18295,64173,Self,11,0,207.61,1,23,38.82
0,20215,74230,ProfExe,13,0,210.36,1,24,36.76
0,19767,79734,Other,9,0,272.91,1,22,46.52
0,23242,71994,Mgr,8,0,218.73,1,27,30.49
0,18922,82632,Office,7,0,181.34,1,17,16.91
0,19172,81749,Mgr,10,0,185.23,1,21,24.4
0,17669,88747,Sales,7,0,156.75,1,26,46.08
0,19274,84317,Self,11,0,186.71,1,20,29.93
0,20859,87910,Sales,12,0,174.49,1,21,35.65
0,20655,61220,Other,9,0,174.84,1,25,28.01
0,20927,59325,Mgr,10,0,184.54,1,19,34.34
0,19871,69788,ProfExe,8,0,170.64,1,17,21.58
0,16839,66399,Office,8,0,159.64,1,25,28.97
0,19852,79686,Office,10,0,234.64,1,16,37.48
0,22621,81303,Other,12,0,224.48,2,29,31.84
0,20145,75570,Mgr,10,0,185.19,1,15,37.74
0,20221,74733,ProfExe,10,0,232.8,1,20,29.32
0,20775,58600,Sales,8,0,113.79,1,20,41.97
0,18122,89299,Other,8,0,133.68,1,19,42.76
0,22625,80166,Sales,6,0,172.06,1,27,25.85
0,21926,65838,Self,10,0,152.45,1,26,35.96
0,18762,59264,Mgr,10,0,180.4,1,24,28.7
0,16059,81897,Other,12,0,219.43,1,16,33.79
0,19577,62407,Sales,11,0,134.92,1,21,29.84
0,19715,79453,Sales,9,0,161.77,1,16,35.39
0,20128,65704,Sales,11,0,210.01,1,10,27.21
0,22389,59756,Sales,8,0,220.73,1,17,32.84
0,15122,82674,Self,9,0,166.77,1,26,32.9
0,18034,80961,Office,10,0,209.91,1,23,37.98
0,19765,73930,Self,10,0,216.13,1,18,31.66
0,17612,69887,Mgr,8,0,169.08,1,20,38.22
0,15603,56350,Other,11,0,178.29,1,22,39.24
0,20213,72211,Other,9,0,148.42,1,19,33.57
0,19908,85214,Other,10,0,171.86,1,21,41.86
0,22586,76565,Self,11,0,182.86,1,23,30.3
0,22242,60719,Office,9,0,198.85,1,18,32.2
0,17781,73051,ProfExe,9,0,156.47,1,21,31.74
0,19168,76044,Self,10,0,218.75,1,23,36.79
0,22055,86102,Sales,11,0,222.7,1,18,26.75
0,19186,85638,Sales,8,0,221.93,1,21,36.56
0,19350,64216,Mgr,7,0,181.52,1,25,39.5
0,21153,69576,Self,11,0,201.3,1,19,29.87
0,18141,83365,Other,6,0,133.63,1,28,27.7
0,19101,68737,Office,6,0,147.55,1,25,47.56
0,16136,66577,Self,6,0,225.37,1,25,43.78
0,20443,63824,Other,10,0,169.15,1,26,22.28
0,20035,72323,Mgr,12,0,226.03,1,29,38.22
0,19399,76761,Mgr,7,0,186.28,1,17,20.93
0,17741,63770,Other,8,0,171.8,1,21,27.08
0,23863,68795,Self,8,0,225.87,1,18,37.17
0,20591,87841,Self,6,0,193.77,1,20,47.18
0,16881,58066,Other,9,0,211.67,1,22,34.22
0,18493,73865,Mgr,8,0,150.47,1,25,39
0,20118,66799,Sales,8,0,175.18,1,20,20.44
0,17553,71147,Sales,10,0,187.8,1,22,40.08
0,16590,70308,Self,7,0,189.24,1,24,36.75
0,21686,65856,Sales,11,0,147.72,1,18,31
0,15976,86839,Office,11,0,198.41,1,25,33.97
0,14878,80231,Office,10,0,185.72,1,17,27.77
0,15737,54565,Mgr,8,0,229.91,1,21,31.27
0,21188,90450,Other,9,0,180.42,1,18,34.69
0,19566,96665,Self,11,0,243.28,1,20,20.19
0,21361,71096,ProfExe,9,0,153.09,1,23,48.07
0,21745,72395,Other,11,0,210.1,1,19,31.71
0,20848,73842,ProfExe,9,0,208.16,1,21,38.22
0,20876,73291,Office,10,0,138.43,1,23,31.32
0,16044,67709,Mgr,10,0,236.2,1,20,24.5
0,16982,60406,Mgr,10,0,209.42,1,25,28.65
0,19536,66514,Sales,8,0,186.73,1,20,32.12
0,19187,93870,Mgr,7,0,169.95,1,24,32.33
0,15551,78198,Sales,10,0,186.8,1,20,43.26
0,19274,57870,Self,8,0,232.37,1,23,36.35
0,17544,77234,Office,7,0,195.16,1,16,28.85
0,17412,80910,Self,10,0,198.64,1,18,41.68
0,21595,89357,Other,8,0,159.63,1,23,35
0,23134,66435,Sales,10,0,172.31,1,19,31.82
0,17414,88066,Office,8,0,139.46,1,22,31.83
0,20204,70665,Sales,8,0,238.52,1,21,46.12
0,18843,60778,Sales,12,0,147.34,1,20,31.35
0,17082,89679,Self,9,0,229.34,1,12,31.48
0,20046,87667,Sales,10,0,164.55,1,21,22.88
0,17610,74631,Mgr,10,0,170.71,1,23,32.22
0,15854,71151,Mgr,6,0,163.75,1,22,25.51
0,21080,68203,Sales,14,0,192.44,1,17,31.55
0,18466,80156,Sales,9,0,147.45,1,27,30.81
0,16404,73283,Mgr,9,0,112.63,1,17,29.57
0,19856,79431,Self,8,0,170.63,1,25,35.66
0,18962,77841,Other,11,0,193.78,1,24,37.38
0,18877,76865,Other,8,0,162.16,1,16,44.33
0,21506,73154,Office,11,0,191.36,1,18,38.29
0,18696,80361,Office,10,0,176.99,1,21,53.31
0,20166,73433,Office,9,0,186.22,1,18,28.19
0,14948,70311,Mgr,9,0,142.54,1,28,33.19
0,19146,87368,Office,8,0,159.93,1,21,37.73
0,22141,81968,Self,8,0,250.87,1,15,42.53
0,18312,60965,Other,11,0,228.68,1,22,33.55
0,18752,69069,Sales,9,0,178.56,1,24,37
0,19048,75152,Office,10,0,182.66,1,14,37.9
0,19839,101291,Mgr,11,0,170.92,1,17,35.23
0,18665,74295,ProfExe,11,0,214.58,1,20,34.75
0,17984,71618,Self,9,0,193.14,1,21,32.94
0,21259,82667,Office,8,0,192.97,1,24,34.27
0,16153,50237,Office,8,0,144.27,1,19,33.31
0,23235,68971,ProfExe,10,0,209.97,1,25,24.5
0,21620,68641,ProfExe,9,0,193.94,1,32,32.98
0,21734,90501,Other,12,0,211.97,1,22,22.14
0,15860,72643,Other,10,0,196.21,1,25,35.16
0,20320,69891,ProfExe,12,0,177.8,1,27,31.15
0,20355,84770,Self,8,0,172.85,1,23,39.47
0,15819,71093,Sales,7,0,185.67,1,17,24.41
0,14730,68660,Self,7,0,231.16,1,19,29.44
0,20255,79313,Sales,10,0,202.6,1,23,28.64
0,18589,62650,Mgr,10,0,206.88,1,21,30.23
0,18937,64916,Self,11,0,152.62,1,25,44.64
0,22062,91075,Office,10,0,131.82,1,16,38.63
0,18705,80979,Mgr,8,0,207.79,1,25,26.66
0,16734,91380,ProfExe,11,0,189.24,1,26,46.45
0,21167,91346,Self,9,0,198.42,1,24,35.92
0,19734,80307,Self,8,0,202.75,1,21,40.9
0,15618,73466,Sales,12,0,198.5,1,24,41.13
0,15347,74087,Mgr,9,0,146.76,1,18,32.77
0,15942,65895,Office,8,0,196.9,1,25,26.01
0,16998,82549,Office,8,0,164.26,1,20,42.44
0,20648,91143,Office,9,0,133.31,1,19,30.2
0,25630,91071,Other,9,0,204.14,1,19,29.18
0,19025,80601,Self,10,0,203.25,1,19,16.3
0,18687,75371,Office,8,0,188.84,1,17,31.87
0,19634,66200,Office,10,0,144.35,1,24,37.7
0,20837,96629,Mgr,9,0,209.58,1,21,34.8
0,23745,63476,ProfExe,9,0,183.08,1,14,24.84
0,18755,68820,Self,10,0,181.34,1,21,35.1
0,18963,84478,Sales,8,0,198.46,1,24,32.47
0,19811,59160,Other,9,0,140.11,1,22,38.72
0,18729,85113,Sales,11,0,233.26,1,24,41.27
0,17052,79122,ProfExe,7,0,187.63,1,22,41.48
0,17567,71437,Mgr,10,0,164.83,1,12,26.52
0,20241,82044,Sales,10,0,176.79,1,25,23.51
0,15404,82937,Office,10,0,212.94,1,21,35.15
0,23975,79176,Sales,9,0,158.1,1,21,29.75
0,18285,81492,Sales,10,0,134.87,1,23,43.84
0,17968,83066,Self,11,0,203.8,1,22,33.67
0,19166,83867,ProfExe,7,0,155.8,1,19,23.3
0,19221,69698,Sales,8,0,198.74,1,22,22.66
0,19166,72725,Mgr,10,0,171.67,1,16,30.84
0,22567,74010,ProfExe,10,0,171.79,1,22,27.03
0,18043,71563,Sales,8,0,185.45,1,20,32.51
0,17892,69423,Mgr,7,0,203.47,1,19,28.15
0,18388,61563,Mgr,8,0,245.11,1,19,41.46
0,20250,84814,Sales,8,0,165.07,1,28,31.07
0,16204,61805,Self,10,0,174.38,1,19,37.57
0,19422,81644,ProfExe,9,0,230.46,1,23,22.47
0,19862,80853,Mgr,11,0,238.86,1,20,36.72
0,19977,51692,ProfExe,8,0,150.63,1,21,28.48
0,19326,77690,ProfExe,9,0,168.13,1,21,33.74
0,16852,79704,Office,11,0,209.29,1,17,38.73
0,21005,66762,ProfExe,10,0,178.59,1,28,39.4
0,17902,57875,Office,11,0,225.12,1,22,39.48
0,23644,51998,Other,10,0,177.38,1,22,35.16
0,17940,68925,Mgr,10,0,179.05,1,23,31.08
0,20392,70578,Sales,9,0,159.31,1,19,41.02
0,18874,84015,Other,8,0,179.04,1,23,36.77
0,15904,87134,Sales,8,0,163.27,1,19,26.7
0,18675,79076,Office,10,0,178.45,1,18,18.04
0,18883,71560,Sales,8,0,211.38,1,23,30.76
0,19489,61511,ProfExe,12,0,230.28,1,24,32.01
0,19996,70484,Self,11,0,181.96,1,23,31.05
0,21913,80578,Other,11,0,146.54,1,25,34.71
0,19901,63610,ProfExe,11,0,210.47,0,21,23.12
0,20329,67189,Mgr,10,0,169.18,1,14,35.17
0,19220,80609,ProfExe,13,0,262.49,1,18,25.52
0,17917,75460,Sales,9,0,156.62,1,24,33.53
0,16507,72312,Mgr,8,0,192.51,1,23,46.02
0,17521,76419,ProfExe,11,0,178.66,1,20,41.59
0,17757,68899,Self,9,0,169.09,1,23,29.25
0,21144,78360,Office,9,0,222.36,1,18,29.66
0,18838,104876,ProfExe,9,0,205.19,1,26,44.11
0,19156,81124,Mgr,8,0,250.96,1,14,32.83
0,20405,81185,Mgr,11,0,224.9,1,23,25.73
0,19703,71963,Self,8,0,168.18,1,20,36.29
0,18177,67456,Sales,9,0,189.25,1,27,28.28
0,17268,77237,ProfExe,9,0,203.2,1,18,29
0,19226,72347,Office,7,0,201.55,1,17,23.12
0,22016,64163,Office,9,0,126.56,1,21,26.44
0,21733,71188,Self,9,0,207.61,1,24,34.27
0,14898,74469,Other,9,0,202.36,1,29,30.76
0,20069,78481,Self,10,0,226.92,1,22,31.95
0,19558,81044,Mgr,9,0,179.09,1,20,23.95
0,19311,64585,Other,11,0,189.4,1,19,37.66
0,20404,83096,ProfExe,12,0,172.38,1,22,35.37
0,15658,78026,ProfExe,10,0,177.43,1,18,30.4
0,26288,82303,Self,8,0,221.7,1,26,43.2
0,19205,79354,Office,8,0,198.85,1,12,27.1
0,18513,68128,ProfExe,11,0,209.41,1,26,23.1
0,15919,75763,ProfExe,8,0,159.45,1,29,31.62
0,21018,69416,Sales,8,0,211.41,1,27,32.07
0,20396,82790,ProfExe,9,0,229.89,1,20,17.09
0,18873,73685,Self,10,0,212.7,1,14,35.4
0,21809,98854,Self,10,0,171.08,1,24,22.9
0,21829,66348,Sales,11,0,192.83,1,21,35.48
0,17657,70646,Mgr,11,0,146.4,1,19,44.77
0,22232,80603,ProfExe,11,0,214.83,1,22,26.87
0,20879,57274,Mgr,11,0,255.58,1,27,31.42
0,21168,68519,Sales,10,0,211.31,1,15,40.76
0,17690,61264,Self,8,0,193.06,1,20,41.09
0,16721,76114,Self,11,0,190.61,1,27,36.45
0,21544,71839,Self,12,0,160.32,1,22,23.88
0,17870,72890,Other,6,0,175.21,1,20,34.09
0,19843,77801,Other,8,0,189.92,1,16,42.7
0,22643,76579,Self,13,0,173.7,1,23,37.94
0,18672,75408,Office,8,0,181.82,1,22,28.46
0,18799,69285,Office,6,0,189.27,1,22,34.97
0,16943,67187,Mgr,9,0,192.62,1,21,45.08
0,18766,54621,ProfExe,9,0,195.06,2,20,22.29
0,15458,69990,Mgr,12,0,207.42,1,18,36.48
0,20192,75620,Sales,9,0,224.88,1,22,23.91
0,20557,94541,Office,9,0,178.19,1,22,21.04
0,18905,61583,Other,9,0,218.37,1,19,21.36
0,14527,79425,Self,8,0,164.02,1,20,23.74
0,19551,74895,ProfExe,12,0,152.67,1,24,33.66
0,20477,57856,Other,6,0,195.54,1,17,38.74
0,19437,77815,Sales,12,0,221.53,1,21,26.71
0,19059,71146,Office,8,0,215.36,1,30,27.39
0,17193,79573,Other,12,0,222.23,1,28,35.98
0,17093,73748,Office,10,0,219.71,1,22,30.5
0,19669,63964,Sales,9,0,143.24,1,21,37.18
0,18091,61604,Other,11,0,134.09,1,24,27.5
0,15439,81345,Sales,9,0,209.23,1,19,31
0,22702,64342,ProfExe,10,0,189.72,1,15,39.46
0,20992,80446,ProfExe,8,0,209.78,1,25,30.68
0,17631,71418,Self,11,0,204.82,1,19,27.98
0,20130,82444,Self,9,0,162.82,1,29,25.42
0,17703,81333,Self,7,0,216.42,1,19,30.25
0,18931,70599,Sales,10,0,148.11,1,27,33.64
0,16837,77971,ProfExe,11,0,158.49,1,18,36.05
0,17540,89618,Other,10,0,221.33,1,22,35.86
0,22690,70252,Self,9,0,175.85,1,22,26.79
0,17456,52641,Other,9,0,171.84,1,25,29.44
0,21003,75366,Office,6,0,193.13,1,22,29.88
0,18188,83097,Mgr,7,0,183.43,1,16,23.95
0,17930,70888,Mgr,8,0,181.39,1,21,29.97
0,20583,79768,Sales,8,0,183.5,1,17,47.23
0,21369,68691,Other,9,0,226.76,1,15,34.55
0,19592,55957,Office,10,0,188.17,1,29,34.79
0,17005,77549,Other,8,0,179.02,1,24,24.09
0,20307,65272,Self,8,0,180.86,1,28,33.58
0,23126,68931,Self,9,0,192.22,1,24,17.83
0,18957,70449,Office,8,0,175.38,1,24,27.16
0,21873,76255,Mgr,11,0,216.35,1,18,32.93
0,18942,70955,Self,11,0,182.06,1,15,28.09
0,23213,70340,Mgr,7,0,174.69,1,22,22.07
0,20835,70134,Sales,9,0,166.83,1,23,38.17
0,19274,70767,Mgr,9,0,193.43,1,15,37.75
0,20278,58665,Self,8,0,224.33,1,22,37.25
0,16664,77067,Office,10,0,156.1,1,20,48.47
0,21063,70720,ProfExe,9,0,165.9,1,17,35.24
0,17621,81005,Office,7,0,187.58,1,17,45.1
0,18969,71679,Mgr,11,0,203.02,1,26,32.32
0,19980,80000,Mgr,9,0,195.13,1,21,44.48
0,19207,71709,Office,10,0,204.59,1,24,17.5
0,23729,80430,Mgr,6,0,145.56,1,19,52.47
0,14519,54857,Mgr,7,0,191.63,1,19,29.64
0,23123,73170,Other,11,0,174.15,1,30,38.79
0,15139,73522,ProfExe,9,0,196.65,1,20,44.67
0,18662,82799,Office,6,0,156.09,1,23,37.51
0,20588,61282,ProfExe,10,0,198.5,1,20,40.12
0,17451,72761,Sales,8,0,209.79,1,18,33.94
0,19329,68650,Self,9,0,234.66,1,20,26.76
0,19899,66082,Office,10,0,223.24,1,33,33.13
0,19129,85632,Mgr,10,0,172.76,1,25,28.98
0,15472,65673,Other,8,0,168.38,1,12,24.35
0,19730,67497,Mgr,11,0,153.88,1,29,27.37
0,19202,65488,Self,9,0,189.03,1,25,31.02
0,23146,72035,ProfExe,9,0,231.97,1,14,41.9
0,15948,70643,Office,9,0,169.03,1,14,36.42
0,17394,78016,Office,8,0,160.75,1,18,36.2
0,15995,74046,ProfExe,10,0,199.29,1,19,30.92
0,21291,78357,ProfExe,11,0,201.39,1,24,32.41
0,21333,74908,Sales,11,0,184.39,1,21,38.35
0,20561,84398,Office,7,0,118.33,1,22,27.53
0,21572,70591,Sales,7,0,162.14,1,27,31.62
0,20799,85115,Mgr,11,0,194.74,1,20,32.93
0,19279,86269,Sales,8,0,198.99,1,21,33.59
0,15374,79865,ProfExe,10,0,187.86,1,23,35.87
0,14552,76241,Self,12,0,166.52,1,25,24.98
0,17024,79553,Mgr,9,0,182.74,1,21,30.78
0,26098,68264,Office,9,0,211.46,1,22,29.74
0,16538,64016,Other,13,0,209.43,1,31,32.89
0,18047,76277,Sales,7,0,178.62,1,19,45.03
0,19561,80002,ProfExe,12,0,130.92,1,21,32.49
0,17400,67271,Sales,8,0,228.24,1,21,34.13
0,17309,58091,Mgr,7,0,189.69,1,23,35.11
0,14036,91149,Sales,7,0,191.87,1,22,24.59
0,20030,60855,Mgr,11,0,260.73,1,20,32.77
0,19254,64616,Mgr,10,0,187.81,1,21,33.68
0,21956,84900,Sales,9,0,190.44,1,22,34.75
0,19834,74140,Other,11,0,220.05,1,24,27.01
0,15772,75919,ProfExe,11,0,194.94,1,25,27.28
0,18329,77434,Mgr,8,0,115.39,1,23,33.96
0,19672,73368,Mgr,10,0,154.87,1,24,28.62
0,20741,71621,Other,12,0,172.91,1,22,31.04
0,19461,68509,Other,11,0,197.07,1,19,26.94
0,17789,68827,Sales,9,0,208.87,1,21,29.23
0,17450,79080,Self,12,0,225.81,1,25,27.56
0,19094,74040,Self,8,0,209.86,1,18,37.64
0,21236,68551,Self,7,0,165.66,1,26,34.11
0,15899,87506,Sales,12,0,178.81,1,31,33.89
0,19676,71644,Other,8,0,277.38,1,24,26.96
0,17477,72767,Office,9,0,246.9,1,17,37.88
0,19465,84424,Mgr,10,0,256.03,1,19,33.99
0,17477,76962,ProfExe,11,0,164.61,1,20,36.08
0,18859,60238,Office,9,0,174.39,1,16,20.14
0,19731,71346,Sales,7,0,162.09,1,19,28.36
0,16943,65851,Other,10,0,178.95,1,20,38.99
0,16151,66158,Other,13,0,231.94,1,25,26.33
0,15878,77845,Sales,9,0,242.63,1,18,29.54
0,20210,75575,Self,11,0,125.03,1,27,30.47
0,19977,94552,Mgr,8,0,188.71,1,29,24.22
0,17128,64121,ProfExe,10,0,191.7,1,15,21.79
0,19116,73422,Self,10,0,164.08,1,13,26.69
0,15930,73227,Self,7,0,202.05,1,24,41.41
0,19927,64486,Other,7,0,178.09,1,28,42.13
0,19954,94790,Office,10,0,173.81,1,18,25.51
0,18963,85017,Sales,11,0,172.02,1,18,40.11
0,20812,101015,Mgr,10,0,153.48,1,20,41.64
0,21957,102748,Self,9,0,238.7,1,22,18.11
0,17227,82953,Other,9,0,190.48,1,21,29.06
0,17294,76630,Sales,8,0,161.94,1,21,28.66
0,16945,80009,ProfExe,7,0,203.28,1,21,39.56
0,16400,67899,Mgr,10,0,221.37,1,27,32.06
0,19779,82794,Mgr,8,0,205.15,1,15,27.8
0,16257,87976,Other,9,0,192.9,1,16,37.34
0,23276,82478,Other,10,0,206.89,1,24,46.09
0,20245,86642,Sales,9,0,207.41,1,22,38.5
0,19380,91113,Sales,7,0,233.06,1,20,23.29
0,21271,69231,Mgr,11,0,152.27,1,19,35.69
0,21769,81675,Sales,8,0,202.29,1,23,44.17
0,19184,79710,Other,10,0,181.76,1,21,37.84
0,20654,83659,Other,4,0,243.39,1,22,26.87
0,18274,56315,Mgr,9,0,144.42,1,17,30.25
0,22154,86803,Other,8,0,250.58,1,29,27.18
0,18586,85520,Sales,9,0,164.9,1,18,35.65
0,19655,84783,ProfExe,9,0,112.51,1,17,23.28
0,17221,78892,Mgr,8,0,220.8,1,20,25.63
0,21076,67097,Other,10,0,176.11,1,18,47.18
0,19162,61336,Sales,8,0,211.35,1,21,39.01
0,20110,85244,Mgr,10,0,205.8,1,28,47.32
0,21562,68680,Mgr,9,0,236.5,1,29,32.74
0,20094,69284,ProfExe,10,0,188.04,1,22,40.9
0,17837,75220,Other,8,0,250.94,1,18,34.59
0,21359,83991,Other,10,0,204.77,1,21,26.51
0,18729,91836,Sales,8,0,190.01,1,19,33.04
0,18824,78331,Office,10,0,183.8,1,21,41
0,18408,86525,Sales,10,0,166.24,1,18,27.07
0,19694,86502,Office,9,0,196.33,1,24,29.87
0,18391,63658,Self,11,0,208.9,1,28,27.19
0,17991,78991,ProfExe,11,0,229.07,1,22,40.04
0,17931,83722,Sales,10,0,173.07,1,24,34.92
0,17056,71176,Mgr,10,0,176.34,1,17,41.57
0,19454,88625,Mgr,10,0,163.69,1,20,30.32
0,22222,68435,Mgr,6,0,136.56,1,22,32.51
0,23152,77058,Mgr,11,0,155.21,1,18,28.4
0,21332,81264,ProfExe,8,0,199.16,1,22,32.79
0,17323,92484,Mgr,9,0,222.33,1,23,27.58
0,20667,85395,ProfExe,6,0,175.49,1,23,44.3
0,20835,76536,Mgr,11,0,202.72,1,24,30.4
0,15937,63795,Mgr,8,0,180.48,0,17,34.87
0,17892,64832,Mgr,12,0,185.44,1,23,29.61
0,21651,79955,Mgr,10,0,200.76,1,22,33.33
0,18658,78109,ProfExe,9,0,201.37,1,16,37.62
0,17035,72665,Mgr,10,0,235.26,1,17,25.81
0,24548,75848,Mgr,9,0,181.01,1,22,39.66
0,16353,84078,Sales,10,0,160.79,1,17,33.97
0,19346,76712,Sales,10,0,141.57,1,23,44.9
0,21561,77670,Other,8,0,146.31,1,22,40.4
0,21490,86377,Other,10,0,226.62,1,18,29.76
0,20938,76941,ProfExe,10,0,208.97,1,18,23.86
0,18018,92960,ProfExe,7,0,135.24,1,17,24.95
0,18897,48125,Self,9,0,210.13,1,23,33.12
0,19062,82755,Office,8,0,185.04,2,22,26.48
0,17307,62650,Sales,10,0,204.25,1,15,34.89
0,19494,60378,Self,9,0,165,1,19,33.92
0,20206,77996,ProfExe,9,0,163.58,1,21,15.51
